file;size;nnodes;time
bird.png;256x256;5082;281
boat.png;512x512;38628;518
mountain.png;640x480;46405;531
goldhill.png;512x512;43000;470
house.png;256x256;9851;114
mandrill.png;512x512;60239;472
zelda.png;512x512;24674;457
naturel.png;1600x1200;129684;3305
camera.png;256x256;10885;114
piscine.png;3072x2304;1034825;14966
sat.png;1297x1381;249604;3137
lena.png;512x512;31643;448
washsat.png;512x512;17186;422
frog.png;621x498;30237;513
barb.png;512x512;40496;566
bridge.png;256x256;14330;120
peppers.png;512x512;34122;463
